iter	MultiClass
382	0.03290748924
383	0.03283596731
384	0.03268583502
385	0.03261239619
386	0.03254833265
387	0.03251316228
388	0.03248184661
389	0.0322809681
390	0.03224825294
391	0.03220964134
392	0.03218735634
393	0.0320683895
394	0.03200909419
395	0.03182569364
396	0.03180103695
397	0.03167273743
398	0.03140440382
399	0.03136996984
400	0.0313658833
401	0.03119117675
402	0.03111184416
403	0.03102928123
404	0.03099974936
405	0.03068196392
406	0.03066735747
407	0.0306062362
408	0.03057668334
409	0.03052583368
410	0.0304929107
411	0.0304507987
412	0.03040973957
413	0.03029378812
414	0.03024558087
415	0.03018732813
416	0.03013723038
417	0.03009197108
418	0.03004024666
419	0.02993571639
420	0.02991566175
421	0.02974535431
422	0.02968980952
423	0.02960890579
424	0.02955531675
425	0.02947533948
426	0.02926142838
427	0.02922652139
428	0.02901649557
429	0.02882167869
430	0.02875269866
431	0.02859023353
432	0.02852498049
433	0.02851038742
434	0.02848331116
435	0.02829669953
436	0.02812984801
437	0.02807169334
438	0.02805875658
439	0.02804200115
440	0.02788871768
441	0.02786759717
442	0.02774673601
443	0.02768484727
444	0.02759598083
445	0.02755388026
446	0.02753303557
447	0.02745628297
448	0.02740427104
449	0.02737668993
450	0.02736100588
451	0.02721620742
452	0.02720908171
453	0.02711427724
454	0.02706363483
455	0.02692685613
456	0.02690535088
457	0.02685658999
458	0.02677969568
459	0.02674857195
460	0.02664862674
461	0.02660420261
462	0.02657496629
463	0.02644898575
464	0.02640727961
465	0.02635478793
466	0.02621209171
467	0.02607741993
468	0.02605531256
469	0.02590633127
470	0.02588993425
471	0.02586926764
472	0.0258391728
473	0.02582418992
474	0.02580379186
475	0.02576142928
476	0.02563092498
477	0.02559564261
478	0.02555035217
479	0.02553466544
480	0.02550641931
481	0.02546513645
482	0.02539685861
483	0.02519714849
484	0.02505671631
485	0.02499192531
486	0.02487799234
487	0.02485392647
488	0.02483833258
489	0.02479234896
490	0.02474816245
491	0.02466464471
492	0.02461595364
493	0.02449398785
494	0.02441493389
495	0.02427197332
496	0.02424165725
497	0.0241876391
498	0.02416566354
499	0.02411120913
500	0.02400603392
501	0.02391813742
502	0.02390760372
503	0.02381574491
504	0.02373129053
505	0.02372399053
506	0.02371765062
507	0.02362570544
508	0.02353937717
509	0.02349924493
510	0.02340900819
511	0.02330807608
512	0.02321957136
513	0.02320864014
514	0.02318630776
515	0.02306606173
516	0.02298453812
517	0.02291314861
518	0.02289241327
519	0.02285829773
520	0.02282531973
521	0.02273683374
522	0.02261349264
523	0.02254031559
524	0.02248878944
525	0.02247731118
526	0.02237785547
527	0.02232401798
528	0.02229861077
529	0.02225102561
530	0.0222440606
531	0.02218036652
532	0.02215815138
533	0.02209665531
534	0.0220740741
535	0.02196079363
536	0.02192603803
537	0.02185162664
538	0.02184204126
539	0.0218118695
540	0.02177840041
541	0.02171778834
542	0.02168653863
543	0.02166839237
544	0.02162195658
545	0.02160262828
546	0.02157289276
547	0.02155615438
548	0.02149152696
549	0.02141005325
550	0.02137122898
551	0.02135962573
552	0.02130506772
553	0.0212436369
554	0.02118526587
555	0.02117130041
556	0.02115446258
557	0.0210643977
558	0.02100598081
559	0.02095149564
560	0.0208851106
561	0.02086166502
562	0.02078910855
563	0.02077802349
564	0.02075021883
565	0.02069548995
566	0.02067816268
567	0.02065089253
568	0.02059266611
569	0.02053332252
570	0.02047592817
571	0.02044146749
572	0.02035760354
573	0.02033477433
574	0.02031679336
575	0.02027293664
576	0.02024006474
577	0.02022387619
578	0.02017519976
579	0.02014753995
580	0.02010659565
581	0.02006691558
582	0.0199826245
583	0.01993414723
584	0.01990962098
585	0.0198741553
586	0.01985232321
587	0.0197762993
588	0.01976661168
589	0.01975954594
590	0.01974314248
591	0.0197184018
592	0.01970200598
593	0.01966965059
594	0.01962749394
595	0.0196006976
596	0.01958446594
597	0.01955775531
598	0.01950019141
599	0.019444711
600	0.01937638792
601	0.01935181235
602	0.01930116111
603	0.01927748102
604	0.01926588832
605	0.01924072394
606	0.01921821528
607	0.01920424675
608	0.0190932321
609	0.01908014948
610	0.01898864236
611	0.01896226036
612	0.01895077613
613	0.0189116928
614	0.01886866953
615	0.01884522218
616	0.01882157913
617	0.01879946162
618	0.01872638744
619	0.01868725368
620	0.01867378281
621	0.01866162371
622	0.0186499692
623	0.01859268883
624	0.01858511323
625	0.01850590963
626	0.01842629472
627	0.01832212576
628	0.01827448339
629	0.01825333463
630	0.01824092296
631	0.01823283733
632	0.01814065664
633	0.01812412072
634	0.01808202136
635	0.01807216368
636	0.01803285974
637	0.01799300435
638	0.01792350569
639	0.01786465234
640	0.01785288541
641	0.01784107147
642	0.01782790468
643	0.01781569542
644	0.01777034366
645	0.01774114808
646	0.0176659647
647	0.01765796289
648	0.01764000575
649	0.01761967175
650	0.01757524424
651	0.01755670243
652	0.01752273949
653	0.01751077161
654	0.01744885155
655	0.01740944574
656	0.01738081147
657	0.01735243382
658	0.01729166619
659	0.01724110352
660	0.01721617999
661	0.01720006695
662	0.01718305685
663	0.01711706932
664	0.0170996852
665	0.01702718009
666	0.01697999756
667	0.01697290348
668	0.01693995176
669	0.01692172591
670	0.01688139616
671	0.01682278487
672	0.01680450654
673	0.01677760418
674	0.01674816591
675	0.01671827481
676	0.01663837878
677	0.01662101779
678	0.0166125523
679	0.01659511193
680	0.0165770295
681	0.0165673851
682	0.01656277815
683	0.01649472772
684	0.01648728478
685	0.01647753613
686	0.01644844912
687	0.01643903899
688	0.01639868126
689	0.01633355752
690	0.01628008978
691	0.01622606844
692	0.01622057487
693	0.01621230704
694	0.01618415427
695	0.01616536781
696	0.01614442193
697	0.01613879493
698	0.01608176456
699	0.01607391055
700	0.01605769945
701	0.01603259614
702	0.01598592352
703	0.0159321399
704	0.01588944384
705	0.01588084276
706	0.01584118549
707	0.01580393027
708	0.01579855431
709	0.01579592742
710	0.01574940244
711	0.01570477719
712	0.01566822152
713	0.01566061337
714	0.01563983266
715	0.01559592065
716	0.01558009269
717	0.01552547469
718	0.0155116634
719	0.01548500167
720	0.01544807991
721	0.0154271
722	0.01541560583
723	0.01539339573
724	0.01535416223
725	0.01529127299
726	0.01527086672
727	0.01522102939
728	0.01521331114
729	0.01520390206
730	0.01515478478
731	0.01515316168
732	0.01514788225
733	0.01514692866
734	0.01513080576
735	0.01511884606
736	0.015101079
737	0.01507648327
738	0.01505997393
739	0.01505195325
740	0.01502343262
741	0.01500051633
742	0.01493624973
743	0.01489764258
744	0.01485624472
745	0.01483564962
746	0.01481481395
747	0.01475974857
748	0.01471450533
749	0.01467973138
750	0.01467503939
751	0.01466748776
752	0.01465216212
753	0.01463802006
754	0.0146103926
755	0.01458112152
756	0.01456882324
757	0.01455548388
758	0.01450607503
759	0.01448363431
760	0.01446906818
761	0.01446047307
762	0.01442782609
763	0.01440904721
764	0.01440385256
765	0.01438001812
766	0.01437391721
767	0.01434279272
768	0.01432983545
769	0.014277267
770	0.01425982915
771	0.01422778058
772	0.01419039039
773	0.01418072571
774	0.01415189577
775	0.01414864224
776	0.01414600984
777	0.01410084953
778	0.01408954031
779	0.01408233168
780	0.0140346681
781	0.01402577395
782	0.01401450403
783	0.01399037406
784	0.01396912452
785	0.01395403424
786	0.01393948603
787	0.01392241054
788	0.01390119233
789	0.0138879988
790	0.01387400474
791	0.01386614726
792	0.01383412615
793	0.01381678197
794	0.01377358731
795	0.01376216443
796	0.01375582504
797	0.01374274323
798	0.01372468385
799	0.01371682231
800	0.0136826823
801	0.01367207069
802	0.0136155897
803	0.01360343104
804	0.01359232032
805	0.01358433376
806	0.01356887984
807	0.01356090376
808	0.01353869845
809	0.01352893215
810	0.0135186461
811	0.01350578718
812	0.01347554229
813	0.01346293782
814	0.01341805979
815	0.01336285446
816	0.01334737087
817	0.0133338052
818	0.01326656521
819	0.01324262085
820	0.01320314191
821	0.01315938359
822	0.01315202832
823	0.01312016538
824	0.01310598036
825	0.0130982765
826	0.01305786958
827	0.01305295932
828	0.01300667215
829	0.0129698727
830	0.01295219034
831	0.01293341366
832	0.01292723985
833	0.01290282162
834	0.0128677011
835	0.0128643321
836	0.01285754927
837	0.01283617902
838	0.01281999071
839	0.01280939103
840	0.01277009454
841	0.01275538423
842	0.01272255225
843	0.01270856303
844	0.01270563053
845	0.01268968135
846	0.01267970428
847	0.01266147064
848	0.01264582285
849	0.01263377873
850	0.01261736827
851	0.01260687745
852	0.01257803089
853	0.01257121131
854	0.01255934335
855	0.01253518955
856	0.01251991938
857	0.0125125172
858	0.01247749822
859	0.01247469212
860	0.01244676214
861	0.01242897471
862	0.01241066763
863	0.01239518344
864	0.01238821417
865	0.01235547641
866	0.01233273827
867	0.01232253641
868	0.01230639587
869	0.01227310325
870	0.012260486
871	0.01223445844
872	0.01222485193
873	0.0121885699
874	0.01216631394
875	0.01214809898
876	0.01213736328
877	0.0121223681
878	0.01211293233
879	0.01210084997
880	0.01207297368
881	0.01206965001
882	0.01205744798
883	0.01204447343
884	0.0120395831
885	0.01201372028
886	0.0119970313
887	0.01198799068
888	0.01196295346
889	0.01195089709
890	0.01194712487
891	0.01192311514
892	0.01189380295
893	0.01188724518
894	0.01185905826
895	0.01185352183
896	0.01181481076
897	0.01180430626
898	0.01178253127
899	0.01177738204
900	0.01176858258
901	0.01174626081
902	0.01173817538
903	0.01168191706
904	0.01166138579
905	0.01164173307
906	0.01160817732
907	0.01158564486
908	0.01158114271
909	0.0115481701
910	0.01154689779
911	0.0115285701
912	0.01150553078
913	0.01149014016
914	0.01148639762
915	0.01147833658
916	0.01146464255
917	0.01146170703
918	0.01145862245
919	0.011453049
920	0.01142849201
921	0.01138840664
922	0.01138717253
923	0.01136634501
924	0.01135994541
925	0.01135534962
926	0.01133282106
927	0.01131981123
928	0.01131677497
929	0.01130562995
930	0.01129179603
931	0.01127435691
932	0.0112663574
933	0.01125785722
934	0.0112502566
935	0.01122357561
936	0.01120743971
937	0.01120231562
938	0.0111734435
939	0.0111370809
940	0.01112926181
941	0.01111255859
942	0.01110059298
943	0.01109061521
944	0.01107874073
945	0.01107331629
946	0.01104306603
947	0.01103783827
948	0.01103448772
949	0.01101153713
950	0.01098943066
951	0.01096961353
952	0.01095576091
953	0.01094906438
954	0.01093420815
955	0.01092224591
956	0.01090096402
957	0.01089104059
958	0.01088319596
959	0.01086626874
960	0.01085996136
961	0.0108532178
962	0.01085044362
963	0.01083075077
964	0.01079974336
965	0.01079055363
966	0.01077503622
967	0.01076145282
968	0.01075695218
969	0.01074834016
970	0.01073994673
971	0.01073596846
972	0.01071322389
973	0.01069803171
974	0.01068069851
975	0.01067211665
976	0.01064264785
977	0.01063466742
978	0.01059698354
979	0.01058341992
980	0.01057472189
981	0.01057243963
982	0.01057163032
983	0.01055140947
984	0.01054714607
985	0.01054398419
986	0.01052457597
987	0.01051065804
988	0.010499395
989	0.01048804638
990	0.01046191456
991	0.01044939667
992	0.01044228893
993	0.01044041428
994	0.01043291227
995	0.01042450346
996	0.01041355872
997	0.01040796881
998	0.01040359032
999	0.01040178994
